year,ahe,bachelor,female,age
1998,35.57692337,1,1,33
1998,33.65384674,1,0,30
1998,6.461538315,0,0,29
1998,24.03846169,1,0,33
1998,36.05769348,1,1,32
1998,12.5,1,0,32
1998,13.09523773,0,1,33
1998,16.48351669,1,0,34
1998,9.166666985,0,0,29
1998,16.48351669,1,1,30
1998,14.90384579,1,1,28
1998,19.23077011,0,0,31
1998,9.913461685,0,0,28
1998,17.58241844,1,1,29
1998,5.528846264,1,1,32
1998,20.62936974,0,0,33
1998,17.30769157,1,0,29
1998,13.46153831,1,0,28
1998,33.46154022,1,0,34
1998,13.91826916,1,1,29
1998,12.98076916,0,1,34
1998,6.25,0,0,32
1998,19.23077011,1,0,30
1998,8.17307663,1,0,34
1998,12.82008553,1,0,34
1998,11.53846169,1,1,25
1998,18.26922989,1,0,30
1998,22.09492683,0,0,30
1998,18.88111877,0,1,31
1998,13.73626328,0,1,27
1998,8.791209221,0,0,27
1998,4.807692528,0,0,29
1998,3.846153736,0,0,25
1998,18.75,1,0,32
1998,41.82692337,1,0,27
1998,11.85897446,1,0,33
1998,6.923077106,1,0,31
1998,18.02884674,1,0,32
1998,38.46154022,1,1,32
1998,15.38461494,1,0,34
1998,13.89423084,1,0,26
1998,22.59615326,0,0,31
1998,13.46153831,1,1,26
1998,9.615385056,1,1,33
1998,7.692307472,0,0,28
1998,10.68376064,0,0,32
1998,13.89423084,1,0,31
1998,7,0,0,29
1998,15.38461494,0,0,34
1998,19.23077011,0,0,31
1998,16.82692337,0,0,30
1998,36.36363602,0,0,26
1998,16.39999962,1,1,26
1998,24.03846169,1,0,29
1998,17,1,0,31
1998,21.63461494,1,0,33
1998,8.241758347,0,0,33
1998,7.211538315,0,0,33
1998,20.87912178,0,1,30
1998,19.46153831,1,0,30
1998,19.23077011,1,0,31
1998,26.92307663,1,0,34
1998,9.5,0,0,29
1998,15.38461494,1,0,29
1998,8.653845787,0,0,27
1998,24.03846169,1,0,32
1998,24.03846169,1,0,29
1998,18.07692337,0,0,30
1998,18.26922989,0,0,32
1998,21.4285717,1,1,31
1998,24.79757118,1,0,32
1998,49.45055008,1,0,28
1998,15.625,1,1,29
1998,7,1,0,34
1998,6.730769157,1,1,27
1998,18.69230843,0,0,34
1998,26.44230843,1,0,32
1998,16.02564049,1,0,26
1998,28.84615326,1,0,25
1998,8.20512867,1,0,27
1998,12.01923084,0,1,31
1998,2.884615421,0,1,32
1998,9.615385056,0,0,26
1998,3.472222328,0,0,30
1998,24.03846169,1,1,29
1998,20.0854702,1,1,31
1998,7.692307472,0,1,28
1998,8.25,0,1,30
1998,11.53846169,1,0,27
1998,14.42307663,1,0,32
1998,18.75,1,0,28
1998,12.01923084,1,0,26
1998,14.42307663,1,1,32
1998,18.00164795,1,0,30
1998,6.25,0,1,28
1998,11.05769253,0,0,27
1998,18.26922989,1,1,29
1998,37.56708527,1,0,32
1998,7.211538315,0,0,27
1998,7.414473534,0,1,28
1998,13.94230747,0,0,27
1998,8.333333015,1,1,30
1998,10,1,0,32
1998,11.21794891,1,0,27
1998,27.6223774,1,1,29
1998,4.807692528,0,0,33
1998,12.98076916,0,1,32
1998,11.53846169,1,1,25
1998,15.38461494,0,0,33
1998,12.01923084,0,0,27
1998,9.375,0,1,34
1998,23.07692337,1,0,29
1998,13.46153831,1,0,28
1998,14.9572649,1,1,25
1998,10.57692337,0,1,34
1998,14.42307663,0,1,31
1998,11.05769253,1,0,29
1998,22.59615326,0,0,31
1998,16.82692337,0,0,32
1998,15.73426533,1,0,28
1998,2.5,0,0,31
1998,2.5,0,0,27
1998,18.26922989,1,0,32
1998,30.28846169,1,1,33
1998,14.42307663,1,0,25
1998,9.615385056,1,1,33
1998,21.15384674,1,1,30
1998,19.23077011,1,0,30
1998,9.615385056,0,0,28
1998,27.69230843,1,1,31
1998,7.211538315,0,0,30
1998,12.01923084,0,0,28
1998,16.63201714,1,1,27
1998,18.75,1,1,33
1998,20.90909004,1,0,33
1998,10.76923084,0,0,33
1998,11.25,0,0,30
1998,12.01923084,1,1,26
1998,9.728507042,0,0,29
1998,9.340659142,0,1,31
1998,6.730769157,0,0,28
1998,12.08791256,0,1,30
1998,10.625,1,0,33
1998,13.73626328,1,0,25
1998,2.403846264,1,0,30
1998,7.692307472,1,1,30
1998,12.5,0,1,33
1998,13.46153831,1,0,31
1998,32.85256577,1,0,31
1998,28.84615326,1,1,30
1998,12.69230747,1,0,31
1998,6.25,0,0,33
1998,15.19999981,1,0,28
1998,15.96153831,1,0,29
1998,7.548077106,0,0,27
1998,13.46153831,0,0,33
1998,39.56044006,1,0,34
1998,16.33333397,0,0,32
1998,17.09401703,1,0,33
1998,34.61538315,1,1,29
1998,17.38165665,0,0,34
1998,4.567307472,1,0,28
1998,16.82692337,0,0,31
1998,12.82051277,1,0,30
1998,9,1,1,31
1998,5.75,0,1,34
1998,28.84615326,1,0,28
1998,24.03846169,1,1,29
1998,8.653845787,0,0,28
1998,7.211538315,0,1,26
1998,16.48351669,1,1,34
1998,16.82692337,0,0,33
1998,6.730769157,0,1,34
1998,8.20512867,1,0,27
1998,19.23077011,1,0,27
1998,13.98601437,1,0,26
1998,9.615385056,1,1,26
1998,34.61538315,1,1,28
1998,12.01923084,0,0,31
1998,17.78846169,0,0,32
1998,15,0,1,28
1998,18.26922989,0,1,26
1998,6.009615421,0,0,34
1998,11.88811207,1,1,30
1998,16.02564049,1,1,25
1998,17.58241844,0,0,27
1998,18.26922989,1,0,26
1998,23.55769157,0,1,32
1998,5,0,0,31
1998,8.365385056,0,0,30
1998,5,0,0,26
1998,9.985207558,0,1,31
1998,8.653845787,0,0,27
1998,15,0,0,25
1998,15.53254414,1,0,28
1998,23.07692337,1,1,31
1998,9.615385056,0,1,33
1998,26.37362671,0,0,31
1998,19.23077011,1,0,31
1998,31.25,1,0,34
1998,15.18218613,0,1,33
1998,15.38461494,1,0,28
1998,16.02564049,0,0,34
1998,15.625,0,1,31
1998,15.95279694,0,0,30
1998,7.800000191,0,0,25
1998,21.63461494,1,0,29
1998,25,1,1,33
1998,8.653845787,0,0,29
1998,4.615384579,0,0,32
1998,15.77909279,0,1,27
1998,17.30769157,1,1,25
1998,17.62820435,1,0,31
1998,10.54545498,1,0,32
1998,38.46154022,1,0,31
1998,40.86538315,1,0,32
1998,11.15384579,1,0,33
1998,9.615385056,1,0,31
1998,10.48951054,1,0,28
1998,14.42307663,1,0,30
1998,15.93406582,0,0,29
1998,30.21977997,0,0,32
1998,6.593406677,0,0,25
1998,12.01923084,1,0,34
1998,3.846153736,0,0,34
1998,6.730769157,0,1,28
1998,13.46153831,0,0,34
1998,18.5,1,0,33
1998,27.77777863,1,0,31
1998,14.0625,0,1,31
1998,14.61538506,1,0,31
1998,16.92307663,1,1,27
1998,12.01923084,0,1,29
1998,16.82692337,0,0,25
1998,18.26922989,1,0,33
1998,12.01923084,1,1,26
1998,12.01923084,1,1,25
1998,7.357692242,0,0,28
1998,17.28076935,0,0,29
1998,31.18503189,1,1,34
1998,18.07692337,1,0,28
1998,10,0,0,28
1998,19.23077011,0,1,31
1998,14.42307663,0,0,30
1998,10.2564106,0,0,25
1998,10.09615421,0,0,26
1998,11.36363602,0,0,33
1998,7.692307472,0,1,32
1998,6.111111164,0,1,32
1998,6.25,0,1,26
1998,14.42307663,0,0,30
1998,26.92307663,1,0,30
1998,5.048077106,0,1,33
1998,14.42307663,1,1,31
1998,7.884615421,0,0,26
1998,12.2710619,1,1,31
1998,22.35577011,1,1,25
1998,25,1,1,29
1998,5.769230843,0,1,28
1998,15.86538506,0,0,33
1998,14.52991486,1,1,34
1998,23.07692337,0,0,29
1998,9,0,0,28
1998,11.53846169,1,1,34
1998,5.036538601,1,1,27
1998,8.012820244,1,0,32
1998,10.57692337,0,0,28
1998,12.98076916,1,0,34
1998,20.67307663,1,0,30
1998,7.051281929,0,0,25
1998,13.46153831,0,0,34
1998,22.59615326,0,0,29
1998,5.769230843,0,1,32
1998,10.09615421,0,0,34
1998,25,1,1,34
1998,14.27884579,0,0,34
1998,31.06508827,1,0,32
1998,11.05769253,0,1,29
1998,24.03846169,0,0,33
1998,17.14743614,1,0,32
1998,12.98076916,1,0,27
1998,9.134614944,1,1,28
1998,12.5,0,0,29
1998,25.48077011,0,0,33
1998,9.29487133,0,1,27
1998,19.23077011,1,0,33
1998,13.37355804,0,0,33
1998,19.6581192,1,0,28
1998,15.57692337,0,0,25
1998,14.42307663,0,0,33
1998,10.90865421,0,1,26
1998,12.44230747,0,0,32
1998,12.01923084,1,0,25
1998,8.012820244,1,0,29
1998,16.10577011,0,0,34
1998,12.82051277,0,0,33
1998,9.230769157,0,1,31
1998,13.94230747,1,1,27
1998,8.461538315,0,1,34
1998,20.19230843,1,1,28
1998,13.46153831,0,0,26
1998,6.212500095,0,0,26
1998,16.34615326,0,0,29
1998,22.11538506,1,0,27
1998,18.07692337,1,0,31
1998,31.25,1,1,27
1998,15.38461494,1,1,34
1998,17.5,1,0,31
1998,25,0,0,33
1998,20.97902107,1,1,33
1998,24.03846169,1,0,33
1998,27.77777863,1,1,29
1998,19.23077011,0,1,28
1998,18.26922989,0,0,34
1998,9.25,0,0,32
1998,5.917159557,1,1,33
1998,9.679300308,0,1,26
1998,18.26922989,1,1,26
1998,37.56708527,1,0,26
1998,17.09401703,0,1,32
1998,6.25,0,0,27
1998,20.2429142,1,1,29
1998,15.86538506,1,0,34
1998,16.10577011,1,0,33
1998,17.13286781,1,0,34
1998,21.15384674,1,0,29
1998,15.38461494,1,1,28
1998,19.23077011,0,0,30
1998,21.15384674,0,1,27
1998,15.38461494,0,0,29
1998,17.30769157,1,1,28
1998,26.92307663,1,0,33
1998,2.403846264,0,0,30
1998,10.09615421,0,0,31
1998,19.23077011,1,0,30
1998,21.63461494,1,0,28
1998,9.615385056,0,1,32
1998,10.09615421,0,0,33
1998,14.42307663,0,0,28
1998,12.01923084,0,1,26
1998,3.13971734,0,0,33
1998,4.807692528,0,0,25
1998,20.5128212,1,0,29
1998,22.59615326,1,1,29
1998,12.01923084,0,0,26
1998,12.5,0,0,30
1998,13.46153831,1,1,27
1998,14.42307663,1,0,33
1998,33.65384674,1,0,33
1998,16.82692337,1,1,33
1998,28.84615326,0,0,28
1998,44.23077011,1,0,33
1998,10.76923084,0,0,30
1998,15,1,0,32
1998,34.18803406,1,0,34
1998,14.90384579,0,0,32
1998,20.19230843,1,1,34
1998,28.84615326,0,0,31
1998,43.26922989,1,0,28
1998,8.125,0,0,29
1998,9.615385056,1,1,33
1998,9.615385056,1,1,28
1998,19.23077011,1,0,27
1998,14,0,1,25
1998,43.26922989,0,0,25
1998,28.84615326,1,0,29
1998,22.11538506,1,0,27
1998,16.02564049,0,0,34
1998,5.189255238,0,0,34
1998,9.340659142,0,0,31
1998,24.03846169,1,1,32
1998,19.23077011,0,0,34
1998,3.418803453,0,1,33
1998,16.82692337,0,0,26
1998,10.57692337,0,0,33
1998,14.90384579,0,0,31
1998,11.53846169,1,1,33
1998,14.42307663,0,0,33
1998,11.53846169,0,0,34
1998,18.26922989,1,1,32
1998,11.26394272,0,1,28
1998,10.2564106,1,0,29
1998,21.63461494,1,1,26
1998,7.692307472,0,0,25
1998,4.807692528,1,1,25
1998,23.07692337,0,0,26
1998,5.494505405,0,1,28
1998,14.58333302,1,1,33
1998,6.5,0,0,32
1998,6.003846169,0,1,31
1998,16.63201714,0,1,34
1998,13.11188793,1,1,31
1998,9.615385056,1,1,28
1998,8.17307663,1,0,27
1998,17.78846169,1,0,31
1998,30,1,0,32
1998,8.769230843,1,1,31
1998,5.5,0,0,33
1998,15.30000019,0,0,31
1998,25,1,0,29
1998,31.92307663,1,1,34
1998,11.25,0,0,34
1998,12.5,0,1,32
1998,21.97802162,1,0,32
1998,5.769230843,0,1,32
1998,16.34615326,1,1,28
1998,19.23077011,0,0,30
1998,16.34615326,1,1,27
1998,5.625,0,0,29
1998,11.53846169,0,1,25
1998,19.23077011,0,1,31
1998,20.0854702,0,0,32
1998,17.9765892,0,0,34
1998,15.38461494,0,0,33
1998,13.27838802,0,1,32
1998,19.23077011,1,0,31
1998,9.615385056,1,0,29
1998,5.219780445,1,0,32
1998,22.64957237,0,0,32
1998,22.64957237,0,0,31
1998,22.64957237,0,0,26
1998,16.82692337,1,1,30
1998,13.46153831,0,0,29
1998,20.67307663,0,0,32
1998,9.615385056,0,1,26
1998,22.45192337,0,0,32
1998,15.38461494,0,1,32
1998,8.846154213,1,1,25
1998,26.49572563,1,0,29
1998,24.03846169,1,1,29
1998,10.52631569,1,1,29
1998,16.34615326,0,1,30
1998,16.82692337,0,1,26
1998,10.41666698,0,0,25
1998,5.25,0,0,27
1998,29.57829666,0,0,33
1998,16.34615326,0,1,26
1998,10.35503006,1,0,27
1998,25.96153831,1,1,26
1998,7.5,0,0,27
1998,9.090909004,0,0,30
1998,31.25,1,0,25
1998,10.04807663,0,1,27
1998,6.25,1,1,32
1998,14.90384579,0,0,29
1998,9.615385056,1,1,25
1998,12.18934917,1,0,30
1998,12.74038506,1,1,32
1998,13.46153831,0,0,25
1998,4.326922894,0,0,30
1998,14.42307663,1,0,26
1998,18.46153831,1,0,28
1998,14.90384579,0,0,33
1998,17.3336792,1,0,33
1998,13.41681576,1,1,32
1998,14.9572649,1,1,25
1998,9.134614944,1,1,25
1998,13.46153831,1,0,34
1998,12.5,0,0,28
1998,19.23077011,1,1,33
1998,12.01923084,0,0,26
1998,5.288461685,0,1,33
1998,12.5,0,0,26
1998,16.48351669,1,1,27
1998,14.42307663,1,1,25
1998,13.73626328,0,1,31
1998,16.82692337,0,0,31
1998,14.42307663,0,1,28
1998,19.23077011,0,0,34
1998,14.42307663,0,0,26
1998,8.5,1,0,31
1998,12.5,0,0,32
1998,18.26922989,0,1,29
1998,6.481481552,0,1,32
1998,13.41681576,0,0,33
1998,5.25,0,0,29
1998,13.94230747,1,0,28
1998,37.98077011,1,0,27
1998,24.03846169,1,1,26
1998,13.98601437,1,0,25
1998,22.64957237,0,0,30
1998,17.94871712,0,1,31
1998,30.76922989,0,0,34
1998,12.65182209,0,1,28
1998,17.58241844,1,0,31
1998,11.09923077,1,0,25
1998,12.01923084,0,0,34
1998,18.26922989,1,0,27
1998,14.79289913,0,0,34
1998,21.15384674,1,1,27
